Text,Sentiment
"Fantastic Finally an app, which is useful,  easy to use and doesn't even require tonnes of data",1
,1
awesome i love it it is super fun i love it so much,1
Please My cousin loves this but she really wants to play toca life city but she can't because its not on android,1
 Please add it on android or add an update like that to this,1
 Please Please Please,1
"Words I like this app because I lirnd how to spell ,rhino I thought it was rino  and I lirnd how to spelloctopus I thought it was oktupus",1
Looks so fun for 1 and lave drag racing so thank you for making the game revolution fist and didn't even play it,1
Terrific implementation Very good for phone or tablet,1
 The U,1
 is great on tablets and good on phone,1
" Very easy to learn the game, especially because of the tutorial",1
,1
Wwe network It tends to load wwe network slow or ends up being choppy even though ill have perfect connection but other than that its awesome,1
,1
The best launcher GREAT,1
Yay It helps me exspress my feelings through drawing,1
Cool app,1
  A emoji for almost every mood,1
"Holy Moly BEWARE IT'S RIDICULOUSLY ADDICTING I swear I could go broke playing this I absolutely adore Bingo and this hits the spot All the different places you can play Tokoyo, Christmas themed, all the kid ones, they're all amazing",1
how to do things How do you make more buddies I love to have my one how do you get more Please tell,1
 Thx Hi me again how do you mate or maybe more,1
 Where are all the chests ,1
 I really need um,1
 I don't know what is inside ,1
Face changer Very good if I was u I would buy it,1
Very good Well done very happy with the last update,1
 Keep up with the good work,1
,1
Love it such an awsome game,1
Great app Been using this app for a while and I LOVE IT Haven't had any problems,1
 I can even disable the analogs so i can use my old PS3 controllers with shoddy analogs,1
,1
Awesome I love your game I rate 5 stars,1
Ad Free Used another app funded by ads,1
 Very annoying ads,1
 App works smoothly and no issues so far,1
,1
I love this game I love this game I don't have to even buy this game I can just play it on my device that is why I love this game so much it is the best game I have ever played I even play it with my friends on my device I love this game so much,1
,1
An awesome app thank you maker,1
Amazing Game is so cool but I would like to be able to save it,1
"Very happy with it Easy to setup, customizable",1
,1
Very addictive So far so good,1
,1
nice interface and control,1
,1
very fun to experience take off and landing according to the challenges given,1
,1
,1
"Great App I love it, great on the GS5",1
"Pointless App The app is very fun, I love playing it with my young daughter, great way for her to learn",1
,1
BEN 10 Man this game is awesome we have to our enemy and buy alien to defeat the enemy but there is one thing some time it block and some time it don't   but it fun to play this game,1
Love it Great Word Game,1
 PRO Generous slot and a lot of free coins,1
Very good Awesome application,1
,1
"Best keno, just like the real thing Plays just like the one at the casinos",1
Great Disc Golf App Great app for playing disc golf,1
  Developer is good about making necessary updates,1
  Need to be able to add a player once a round has been started,1
,1
It's fun with a good story line,1
" My only complaint is that I bought the bow, but I cant use it yet",1
 Make sure you're nice to the dog and train him to fight,1
,1
The best game ever  Fun add neighborhood  wneighbors   cars daycare baby clothes   an 1 question  How do u open cans Great game,1
"Works perfectly fine for me, a 5 star rating for me",1
,1
,1
,1
,1
Works Works well,1
"I'm very satisfied with this amazing game, thank you for making this game",1
" But It'll be more fun if you add the multiplayer feature, please add it for the next update",1
,1
Awesome app,1
,1
 WHAT HAPPEN I already pay this game But icnt install it,1
"Love it, Iit,it's fun and it seems so real",1
"this is a amazing game,I rated it five stars",1
,1
Love champak,1
"Great time killer I love this more on my 7 tablet, but just downloaded onto my Moto G and it is good there too",1
"  If your thumb gets tired of blocking the ads  the game is worth paying for, IMO",1
,1
Guys It dissent work wen I delete I cannot downloasd avail So I do gallery and it work lol  Sowy typo,1
"Very fun And enjoyable game, provided you answer questions correctly",1
,1
Love it It is very good game it gets out stress,1
Monkey Preschool  Lunchbox My daughter  loves this game  She learned her colors quickly  The repetitive  is a plus,1
 The monkey  makes it easy and fun,1
So Much Fun This game is so much fun,1
" At first I wasn't sure cut it took so long but once you have lots of games going at the same time, it's really cool",1
 You always have a turn waiting and it's a great time killer,1
,1
Yeahawesome hunting in the African jungle so realistic and funny hahaha Nice sniping game,1
Awsome I love it,1
 Even though Thomas isn't at the park anymore make him a character,1
 Love it beat all storymde,1
Great to play with friends We all have lots of fun with this,1
"Fun Tom ceeps honcing horens,spitballs and water guns please add new stuff later",1
Must have game Monument Valley has all the aspects that I look for in a game,1
 It is challenging without ever being frustrating,1
 The art and graphics are perfect and the overall game is designed to make you feel good about yourself,1
,1
thank you for your efforts we need more new tecnology,1
Fun game Good mind activity game to play,1
,1
Tutor Forever Kids read at 2,1
great app,1
Great physics fun The first Sprinkle game was soso to me but this one seems to capture my attention more and is great fun,1
 It's also nice to see a game that I can buy once and not have to continually throw money at for extra features and levels,1
,1
Awesome Really works,1
Amazing Game It was so boss,1
 I get to play multiplayer with my friends and family also,1
 When I play this game it feels I can do anything,1
,1
Xoxo This is very nice game,1
Great Just like the website,1
 Easy to use,1
 Accurate forcast too,1
,1
I think its one of the best word puzzle apps ever,1
Nice Its really too good,1
,1
Fun adventure It took me quite a while to finish this game,1
 I liked the complexity,1
 I'm going to look for more developed by these folks,1
 Thanks,1
Small app good on space,1
 Makes since easy to use,1
 Update kinda made it a little bit not to friendly from the old software but still good and easy to get use too,1
,1
You made it This game is good I'm glad you made a football stickman,1
,1
Love it but,1
,1
,1
 This is my favorite game on my phone,1
 But please update it with some more content,1
" Its a shame to stop working the best show, game on cartoon network",1
 Yet they still work on games that promote teen titans go,1
 Which is milked soo much,1
,1
I'm making an awesome dino world Never stop playing,1
"Keeps in touch Its a different way to keep in touch with my friends anf family, I adore  it",1
Some are easy but I am stuck on one and I can't figure it out ,1
but other wise the game is great,1
Its cool It cool because you act like its your kid or something and I LOVE IT,1
Best all in one root app ever Especially for beginners,1
 Save money buy this all apps rolled into one,1
,1
To beginners if you don't know where your troops go then play this game,1
This game is so fun,1
Works perfectly Great to use on a road trip,1
Challenging I love this game now can I play with my sister so now I can beat her,1
"Finally I played this game years ago on my old ipod and loved it, now it's back and great as ever",1
Great game Love this game although it won't show my ranking right even though I get it with a faster time,1
Amazing Panchtantra in Hindi This very good app,1
 good cocept I like it,1
I should've gotten this game a long time ago This game isn't stupid nor data consuming this game is THE BEST game I've came across YET,1
Know before you board Quick and easy way to know line status before you leave,1
 Maps and other goodies too,1
,1
Love it Great way for my daughter to prepare for school,1
"TOCAlt3 Toca games are incredible, though this is the only free app",1
" Try making more free app, that way you'll be a well known developer",1
" TOCAS are awesome, great quality and very fun",1
 Plus no need for WiFi,1
,1
Prison life rpg This game is awesome,1
 I've never had a more favored game for my phone,1
,1
"Great game Challenging, but not frustrating",1
 Helps with attention,1
,1
Great game Just wanted this,1
Awsome I love it so much,1
,1
,1
,1
,1
A big beautiful interesting graphics game This is an amazing game ever without being played cause this is the first and last kind of game counts on levels really hard growing into pressure and obstacles who no one can reject,1
Quick and easy access to data Well organized to provide fast results,1
,1
Great game it's a good balanced game and doesn't have crazy adds or purchasing fees just to play a good part of the game,1
Ain't no better Way To keep up to date with Eskom's unpredictable loadshedding schedules,1
 100 accurate for all my saved locations,1
Yas I love it,1
" Its the only twitter app where I can upload videos from gallery, even if it's only beta",1
 Please keep up the improvement,1
Very good Gives u all the error codes and gives vry nice plot for the diffrent parts performance,1
 Helped me to analyse the fault cause accuratelly,1
,1
"Sher bliss The music, on its own, is worth the money",1
 The game is just so original and creative,1
 I am glad to see new content has poped up too,1
 Will be enjoying this game for awhile,1
,1
Wow This game is very very successful because its is very entertaining,1
,1
 Excellent game love playing it,1
,1
The best game This appGame  is the best I wish I was a boy but I am a girl people say I am a tom boy,1
 I wish I was a farm,1
 This games is like a farm but different,1
excellent app hopefully it will continue to work for the F type vehicles,1
Very impressed Finally I got this amazing app on my Galaxy note,1
,1
" this app is one of the most advanced drawing app, one thing I hope to see in this app in the future is 4K canvas size",1
,1
Ok It's a cool funny game,1
"Yupp,  it is awesome Works perfectly, worth the price by far",1
"Awesome I like games like this, card battles, just started playing and yet getting addictive to it",1
" Hopefully it will be more fun, lets find out",1
Amazing I really like it,1
 I made a pack but can you have pups,1
So cute Love the game he is sooo cute,1
I like it It is a feeling that we drive on off road,1
Fun and cute Love the animations and bonus games are a little fun,1
Best App Ever This app is so fun and addicting,1
 I've drained my battery so many times because I cannot put it down,1
,1
I love this game you also try one time this game ,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
  ,1
,1
,1
,1
,1
1 mobile game This is one game you dont want to miss,1
 All the right things are being done to keep this game at the top of the list,1
,1
Awesome app,1
 Saved me when ola failed,1
Lottie Dottie  Chicken Wow  Kaelyn  ya,1
"Endless entertainment for your little ones My daughters teacher recommended these games, they are reasonably priced, educational and great for entertaining the kids when they're bored",1
Kids love it Love this app it's entertained my kids and given me space,1
 Thanks,1
"Very useful Nice app, it often works, but it cannot do miracles, if your nanny is hungry or has colic, no sound can call herhim",1
" But if the baby is just nervous, these sounds work great",1
"Crisp interactive time killer It's pretty, it's elegantly simple, it's engaging and bugfree",1
 Everything you want in a 2D shooter,1
,1
My cartoon On my television  tv,1
"Great, addictive and entertaining Love this game",1
 Long hours of entertainment,1
 Have it on all my electronic devices,1
 Here's what I have in mind the mecha suit is were you put yourself into it and it has a Gatling gun and the fist would be as powerful as the power hammer,1
 Could you please put it on,1
,1
Great version of classic game Never get tired of a quick round,1
  Advertising on this free version not too intrusive,1
,1
Nice It very good I am in love,1
"Great initiative Really good app, I have tested it several times by comparing the results with the actual traffic and so far so good",1
,1
Cool but lags but don't worry you don't have to fix it The clean master app can,1
Works great on my cheap OBD II Bluetooth device with my Tab S,1
 Superb graphics and great realtime logging straight to Dropbox,1
 The best,1
,1
It's  a  great  game I love that the simulator  made it where u could  name the wolf,1
,1
Epic 3d racing rocks  ,1
I love all the characters and if you play it you'll have to give it 5 big fat stars,1
Great app for my 1 and 3 year olds,1
Awesome App What can I say  it does what it does with no issues,1
,1
excellent apps my 16 months can play on her own after 2 days,1
Make a new game You should make a mud bogging USA because mudding is my favorite thing to do I mean its fun and a really addictive thing so please make a mudding usa,1
"Great app I dislike reading, so the fact that this app has a read aloud option that doesn't sound like a robot is nice",1
" I get to listen to the word of God whenever, wherever",1
,1
Like candy crash Sweet,1
Games for toodler,1
Katrina It's a wonderful game to play and it never gets boring,1
This app helped me win my league last year,1
 Without a doubt the best draft prep you can get,1
"Drum solo hd I thought it sounded good, easy to play, and pretty loud on a good phone",1
 I very much enjoyed it,1
Oh Just Try It Brilliant  Simple Scary Fun Flawless on my Tab S,1
,1
,1
Best game ever Works beautiful,1
"My mother and I found a game that we both enjoy, since we both are music lovers",1
,1
Agame Very best on android,1
"Awesome Realy scary game i got jump scared by Freddy, Chica and Bonnie",1
 I would love it if they added 1 more night besides that realy Awesome  game,1
,1
"wonderful app excellent app we can send sms quickly  faster no need to login every time but if supported in regional languages  such as Telugu, Hindi, Kannada, Tamil etc it would be better",1
WOW OK to be honest at first I was like I would never like this game and now I'm so addicted,1
Can't fault it Used loads of financing applications and this is buy far the best Thanks,1
,1
Interesting game very good but needs more traffic to make it challenging,1
 Plus  the fares need to vary depending with distances also up em a bit cow five bucks will take forever,1
By the way I'm  only 9 and I play on my mom's phone so she don't right this I do,1
 I love it though,1
Its so fun Sitting on the bed hearing stories,1
,1
its a real game,1
,1
,1
,1
,1
my gk is improving while playing this game,1
I love wordsearches Great little free download game,1
Good With good fps and graphics this game is really fun,1
 Can easily play on the highest graphics,1
Very nice app,1
,1
,1
,1
,1
,1
Mint Desttoy the likes,1
Like I like this game very much,1
Very good but buggy Outstanding,1
,1
Nice game,1
Always  loved these kind of game If my mom hadn't gotten me where's my water 3 years ago I wouldn't even know about this game,1
Awesome Its like a virtual hair cutting game,1
Faux Pooper You will take many poop breaks at work so you can play this game,1
,1
"Pretty good I thought it looked childish at first but it really fun, and I love the gems that heal you in battle they are really handy and some games don't have them",1
Can't stop playing,1
 It's addictive When will you be adding new levels The last update was quite some time ago,1
,1
Awesome icons Awesome icons and support to team,1
,1
"Incredible sequel Even better than the first one, spot on gameplay and graphics",1
 Incredible water effects and awesome tricks and sense of speed,1
 Highly recommended,1
,1
Asome and perfect logging in It's the perfect games I can go anywhere with me and watch BrainPOP but the only thing it needs is to not use the internet and load up faster,1
It,1
 this game i,1
 love the,1
Nice weather app Nice,1
so cool Prashant likes,1
,1
,1
,1
,1
,1
Its amazing app,1
"Great Best app so far for planning trips and sharing, cheers",1
Works Convenient little app,1
 Does what it's supposed to,1
,1
"My daughter loves this game, highly recommend",1
Yay I love it especially because there is not ads and my play home school is coming out today Yay,1
"Ace Get this, not only is it ace its awesomely ace,fun and inventive",1
,1
,1
more please,1
,1
Love it I have never ever played such an amazing interesting game in my entire life,1
,1
Ok its good good morning good night and good evening bye how are what are doing house rento is super and thik your self its a good idea ok bye see you again may be some another time,1
Best comic viewer I've used Really love the fact that you can open files from cloud servers,1
,1
It is great so fun,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
 I love it so fun I love just how it sssssoooooo fun,1
,1
,1
,1
,1
,1
Just perfect And u can challenge friends play too    wicked,1
Awesomeness My daughter loves baking,1
 She loves it so much,1
 I am rating 5 because I love it too,1
,1
I love this game it is so cool Nice this game I don't even have words that's how good it is,1
Good game Finally added back to exit,1
 A couple of days to fix an bad update,1
" Honestly it can be better,  but considering that this is done by a small porting company, not bad",1
,1
"  I reported a problem with one of the updates, had a response within a couple of hours and a fix was released a few days later",1
  Other app developers could learn a lot about customer service from this company,1
,1
So cool apps,1
Best Android cribbage app This is a great deal,1
"  Free play online, and there's always someone online to play with",1
,1
Love it I'll never watch a weatherman on tv ever again,1
Read below Its really really good but i want it to come out with the second episode and the season pass is too much we just bought the game and now we have to buy the season pass,1
Throwing Money At The Devs,1
An impressive port An impressive port that fully utilizes the touch controls of android,1
 Now that they fixed the offline support and it works for the nexus 6 I'm looking forward to many hours of reliving one of my favorite games of my youth,1
,1
Lots of fun,1
 Easy to start playing,1
,1
"4 Pics I Word Totally addicted, got up to over 3000, changed phones and lost it all",1
"52115 received prompt for new downloads, download did not load",1
"Got downloads, but only 25, geeshhh",1
The best ever,1
Great fun  Made walking fun,1
 So this is our first time in London and this app plus the GPS feature got us around the city without having any issues,1
,1
Game I love the thought processing you have to do on order to play this game,1
"Unique Brilliant game, couldnt put it down, even though quite challenging completed in under 4 hours",1
 Well worth buying plus you get 70000 xp,1
My 2 yrs old daughter loves it  I just wish for a lock screen option,1
It helped me get my brothers at hinden go seek gun I tricked them into im just going to use my tablet for light LOL,1
I love it Awesome I love the game so much You can make what you want Build what you want Create what you want This is a game you should buy I love it All your games are amazing They are very fun and entertaining Thanks Toca Boca AB,1
Gr8t App Love the new material design,1
,1
,1
Fun to play ,1
 When I can't sleep it gives me something to do,1
 It's,1
 ,1
,1
"Really fun Good way to kill time, controls are a bit tricky at first but you get used to them pretty quick Only thing is I'd love for the carsdrivers to be updated for the current season but I doubt that'll happen",1
Fun Game I love games like this and this does not disappoint I especially like the map that allows for quick travel from one area to another as well as gives a hint about whether or not there are any tasks to do at that time,1
 Thanks,1
OMG I LOVE THIS GAME SO MUCH I LIKE IT SOOOOOOOOOOOOOOOOOO MUCH,1
Great but hard Great looking and smooth running app,1
" I play it on like level 3, and it gives me a good challenge",1
 It's been years since I even played checkers,1
" It is a game that is very simple, yet the strategy can be deep",1
,1
This game is really fun even if your only playing with one other player,1
 Me and my boyfriend loved this game,1
,1
Epic The smartest game in the Play Store,1
" Great atmosphere, best puzzle game ever",1
 5 stars easily,1
Great app Very helpful,1
"Great, but",1
,1
,1
 Please please please add native controller support,1
" You can control movement already, but you cant walk, jump, attack, etc",1
 UPDATE You listened Works perfectly with bluetooth controller,1
 Worth every penny,1
 Thanks,1
,1
Please update this game,1
,1
i have completed all the levels and now there is no other stage to fight,1
it only shows the option titan but there is no way to fight him,1
,1
please update this game as soon as possible,1
2,1
2 TW but slowed my 4,1
  no more overheat no more battery drain,1
 Much smoothly and faster rom now on 4,1
2,1
2 android is excellent,1
,1
but slowed my kitkat 4,1
",4",1
"Finally I've been waiting, and it was worth the wait",1
  My only complaint is that it's too short,1
  I liked the extra goals in the first epic that this one seems to be missing,1
,1
My Daughter My Daughter loves this game she keeps asking fory phone to play,1
SO COOL This game is fun,1
Boredom Blaster I find myself playing Angry Birds Space whenever I am bored,1
 I love trying to figure out various strategies for each level,1
 Its a great game,1
,1
Mytg She's so fat I need an energy what time I'm going but we beat on one side and V on phone you cry easy pannekoeken show de don omar cartoons about you know who booty poppin in my thirties,1
Love it Sometimes a little delayed with the updates but only by 10 or 15 minutes,1
 saved me many hours of waiting on a platform,1
"Keep up the good work Really nice app, easy to use, very helpful features e",1
 PID combination  exporting recorded data,1
 Works great with cheap ELM327 bought from ebay  china,1
 Looking forward for manufacturer specific PID support,1
,1
Just play it One of the best games released for android,1
,1
 Nothing to complain about,1
 Challenging but not impossible,1
 Nice graphics,1
Nice game Fun to play little glitchy at times on the Note 4 but fun,1
,1
,1
 Please,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
I Love this type of music,1
Good game Very adventures GAME I am lovi'n it,1
Love it can we have new 1s plzz x,1
Love it,1
Green lane heaven Awesome tool for the green laning enthusiast,1
,1
Love it A great and fun game just like regular monster busters Updates were nice too thanks so mooch,1
,1
Really awesome guitar It's awesome Iove it and I play it already and its fun I compose asong actually like love song like that best guitar apps,1
,1
It's so AWESOME I love this app it makes me feel accepted n' you know like someone that everyone likes,1
 Thank you for this app,1
,1
Toperoo,1
Very much like Let's Farm and just as much fun,1
,1
Hexa Monster Busters Great game challenging but not frustrating,1
,1
Fun game Love the format,1
 Needs some tweaking but still new,1
 Love that can make a good player and not spend a dime,1
 Don't like that can't get into servers,1
 Stop making new servers just make them larger lol,1
It is just fab the girl looks beautiful,1
 The make up equipments are also good,1
 I LOVE THIS GAME,1
A very nice game with a tremendous control system,1
 Lots fun and lots of monster killing,1
0 lollipop Great game now they fix some bugs and looks good perform good it need some more futures but is good for now,1
So cheap I bloody love this game and all the papa games keeps me entertained for hours hehe,1
It works This is the first blackbox app I've found which works as expected,1
" Also intuitive to use, and not too resourceheavy",1
,1
Played every day Very addictive brain improver,1
 Clever prompts help you see words you could have made,1
,1
Great Job This app is outstanding,1
 Awesome games that are fun to play,1
Funny My little kid loves this game,1
,1
"So neat for newbies This app is so awesome My kids and i are obsessed, it's so simple that my 6 and 4 year olds can use it with ease",1
" We are amateurs, so we aren't aware of information holes, like a few reviewers mentioned, but it's teaching us a lot",1
Great way to blow off steam,1
,1
,1
" Because of the fast paced nature of the game, its a great way to blow off steam and wind down from a stressful day",1
,1
,1
,1
  Android version is much better than the blackberry,1
  Just wish Iso was easier to come by without money,1
,1
What I love it is because it's the awesomest game ever,1
It's good and beautiful game 100 I like it so much,1
 Worth every penny,1
 I've purchased this app on Android and iOS and will purchase forever,1
 Best crossword app out there,1
,1
Oooh ma gad Greatest game eva plz dont stop makin these games,1
Fun way to pass time These puzzles make you think especially when you're trying to beat the clock,1
,1
Great,1
Just thankful that there is these kind of spiritual pick me ups to send to my friends in Christ Amen,1
To easy Allready completed the game I have all the characters like the healer handyman cyber skunk is last,1
Enjoy this game,1
Watch this game,1
" You can spend so much time on it the dishes truly won't be getting done, till the cows come home",1
,1
,1
 Then give this app a try,1
,1
,1
 Straightforward implementation with a few configurables,1
" One, two, and three suits supported",1
 Play it often,1
,1
A unique and pleasant surprise Fantastic weather app Sights and sounds of real weather conditions,1
 I didn't think I would ever gush over a weather app like this,1
 Pro version is well worth the price,1
 Thanks for a great weather app,1
Elmient Great application,1
,1
,1
" Fairly basic, but it does everything I need it to, which is basically track how much my vehicle is costing me overall",1
 Functional and easy to use,1
,1
,1
 so long as you remember to use it every time you fill up,1
,1
Yay I am so glad I found this game it is sooooo fun,1
Not bad Its usefull,1
I love it but I wish the tractortralers had different wagons so you can hall tractors and stuff like that,1
So plz think about it plz,1
,1
"Great Thanks for making a game that once you pay for it, you own it",1
" 4year old loves it No IAP garbage, just a happy kid",1
The best Pumped 1 and 2 I found myself playing more often then any other game,1
 The new 3d is spot on along with the manuals being more controllable,1
 Great game,1
,1
A very useful app for competitive exam preparations,1
,1
Great app Love it easy and simple,1
Best game I've found Love the racing So much fun,1
Amazing Everything I look for in a mobile game,1
 Only draw back is that I wish there were hidden items,1
 It would add more depth to the levels and add some replay,1
,1
New update I love this game,1
 But the new update is terrible,1
 Getting constant server errors and multiple LUA errors,1
,1
Very good Just as the regular game,1
Perfect transition Loved this it was perfect for a new version the controls feel natural and its already a great game,1
 Now wheres sonic 3,1
This is the best mobile game I have ever played,1
,1
God Nice app,1
Still awesome I have bin playing this game since 2013 and its still awesome,1
,1
Loving it I read it if I'm bored pretty interesting,1
"Crossword Awesome, great to have the hints if you are stuck",1
,1
Great,1
"Love it Just one thing can you please include the voice output onto Google Translate Thanks Other than that, the app is awesome",1
 Keep up the good work,1
,1
Perfect,1
 100 Stars if I could 1000000 out of 10,1
Awesome game Loved it works really good on android skinny mobile phones so check it out please my tom is called tigga,1
A good pizza making game These games were ment to be played on a phone not on a computer,1
Satisfied It has some features that complement what Samsung note has,1
 Ok lah sesuai harga worth the price,1
Love it plays even better than i remember,1
,1
Awesome mahjong Awesome challenging and relaxing game,1
 Love that you can customize the tiles and background,1
,1
Always have been my favorite I don't even remember since when I am using this app,1
,1
Love the push notifications and the links on release days,1
Great app,1
 I haven't tried using with a bluetooth mic yet,1
,1
Adnan My favourite piano,1
Great game I can't count how many times I've played this game but it always keeps me entertained with how interactive the game is,1
,1
nathan NiceGame,1
"Pretty Useless Dosent have that much variety, but it does what it says",1
Great playability Love this game,1
 Not an online player,1
 Would like to see an additional campaign or maps,1
,1
"Great domino game After many tried apps, this is by far the best one",1
 Wish i had thought of it,1
,1
Works great Love that I can calibrate as needed,1
,1
I paid 7 for kraven to get stuck in the tree,1
Ludooooo Yeah its perfect,1
Brilliant This is the most brilliant and amazing arcade game I have ever played,1
Absolutely I'l give it 5 stars,1
,1
AWESOME This app is so cool I am obsessed with chipmunk my only problem is that every time you go back to main menu there is an advert,1
Animal Hunting  Africa Awesome 3D sniper shooting game Smooth UI with excellent graphics,1
Iloveit this game,1
Yoga pants make me yogurt pants Smoke weed everyday,1
tommy how can i locate my phone if its lost but i did not alarm my anti theft alarm please help me to recover my phone,1
,1
,1
"Good game, old feel Retro, self  aware rpg",1
I hate this Crp Structuralismc attachments TV fix shh go fyi go chi hi go go FL do yo to DJ do to do,1
Fun Good for party's,1
 Each new stage brings something new,1
 The chests behind the secret walls in the eastern and western most points in epos world wont open for me though,1
 Starting to annoy the completionist in me,1
 But only bug ive found in this great game,1
Love the app,1
 Tried the free app and decided to get the paid app,1
 Thanks for saving my rear more than once,1
 Definitely worth the paid version,1
  Keep up the great work,1
 Everyone should have this app,1
Just like hill climb but better Its a really fun  challenging game but takes a bit to get use to so dont give up,1
 Once you get the hang of things its fun  easy but challenging trying to beat your best score,1
Great app pays well and saves you real money,1
"Awesome Brilliant stuff, one of the best",1
,1
Just love the app,1
 It should b free,1
,1
I have a lot of time with it I love it,1
Billing issue fixed Thank you so much for fixing in app purchases So happy,1
Awsome It is a very good game i figured out that when you turn the camra around you can take s picture of your face you can make a necklace  by making  it bigger or smaller and you can flip them upside down,1
,1
Nice application Good,1
Cool Amazing,1
Cool Game Its fun to play when you have to sit and wait,1
,1
"As someone who only knows the basics of blackjack, this app really helped me understand the game",1
  I liked the helpful tips too Fantastic app for beginners looking to learn to play like the pros,1
"It's a keeper Even with all the crashes frustrating, I LOVE this game Quick question, I updated today on Google Play to 1",1
8,1
8,1
 Why does my game still say 1,1
8,1
7,1
24 Crashes are more frequent,1
,1
,1
,1
za Great for planning your day in advance ,1
Aubrey Penning,1
Weather Great app you have a lot of options to play with,1
,1
,1
,1
,1
its sooo fun beating japanese people at their own game,1
Animoca Loved this type of game so much,1
 Excellent for passing time,1
 Also installed My Car Salon 2,1
" The spin is another way to earn the gold coins, no need to use your real money",1
 I bought the Doraemon in less than a week,1
 Try it yourself,1
,1
The one thing I don't like is the drill wisp i makes you miss some of the cakes in the birthday level,1
Nice game This game looks pretty,1
"Used to be 1 star It was working, then it stopped",1
 Now it's working like a charm,1
Addicted,1
  Totally,1
" It's simple enough to pick up and put down whenever, but challenging enough to keep you hooked  and the levels are designed with just the right growth in difficulty",1
"  I don't play games on my phone often, but this is a keeper",1
,1
Tekken I dont trust this one,1
,1
Its easy to play A very good game is like this,1
A 2 12 years old kid xqn also play this game,1
Its very cool for Android and IPHONE,1
 With no space,1
Panchtantra in Hindi good app very usefull,1
Amazing It brings me back to my favorite childhood books chose your own adventure,1
 First day and already addicted,1
Perfect I wish there were a petstore but its awesome,1
"pics quiz great to pass time, some  are really hard and make you think I think that is a good thing",1
 Only problem is it stops responding at times,1
,1
Easy way to kill time This game is a lot of fun and a great way till those times that you are stuck waiting,1
,1
 Fun way to see your local weather,1
,1
"Great game It was a great game but its just not scary I played the first one so much and then this one so much I just know when I'm gonna get scared but I loved it, it is still fun to play",1
My son loves it and he is learning more and more,1
Awesome I've played for 30 seconds,1
 What an adorable game,1
 So so fun as well,1
 Well worth the free,1
Highly addictive,1
 Well worth the one dollar  payment,1
,1
This app is so user friendly for all to use,1
"  Its great for when a weather event takes place, due to the constant updates being so much earlier than bom, etc",1
"  Great app HSC, highly recommend it",1
,1
Accurate Rating Excellent chess game that accurately gauges your chess rating,1
"Great except latest update Since you brought back a truing option with the latest update,  5 stars Thank you",1
Shiva the time bender Simply awesome,1
Best free cell game available I've wasted a large portion of my recent life playing this game,1
 It has none of the irritating lack of features that the competition have and believe me when I say that I've tried them all,1
 Great version of this game,1
,1
Awesome This app is good for my   little cousin,1
Wonderful graphics good and best stylish pieces and board,1
Nice app I got to know a lot of pipol be cause of dis app,1
,1
Dr Panda's Mailman Cool this will be so fun,1
It is what I have been looking for My daughter loves the somgs and the stories,1
,1
,1
 The cartoon characters too Thank you for making this one,1
Awesome game bt how do u beat that big dude with that huge light post he just keep on steeping on my plant,1
Bollywood is lik a chapter fr me which I have to read evry day,1
 ,1
,1
Pointless Really challenges you with the questions brillant,1
" It's working, here's ur fifth star",1
,1
,1
,1
,1
,1
Folder option required I have about 40 downloaded books,1
 There is no way to arrange them,1
 Please provide some folder or other options to arrange the books as per my preference,1
,1
Love it Guys this game is just amazing  I love this game this game functions are very nice and very good I love this game I hope you all will install this amazing game,1
This is good for littles ones I just got it but I went through it and I know my 2 year old will love this app he likes learning and when he wakes up from his nap I will show him it and I kno he's gonna love it good app to learn,1
Monster legends I love this game so much,1
Very cool This game is very cool i liked it alot,1
Best Ever application,1
Great help Makes me win,1
Cool This is a good game really challenging but great,1
What is with you people Its not a game people it's an interactive comic,1
 For a comic lover its a great download,1
,1
This is my first app I m buying in Google play,1
,1
 To be frank I used to put crack for all paid app,1
 But for this I don't even think of searching for crack,1
,1
 I loved the app so I just bought it,1
 Please keep up the quality by providing frequent updates,1
Very much for the time,1
Awsome Best drumset there is Install Try it Love it Rate 5 it,1
Big fan Dont really play apps on my phone but i bought it just to support what you guys are doing atay awesome,1
Good game Just as good as the version on my laptop,1
,1
"Love the app Favourite part is when it tells me when sites get restocks, really helps getting  for retail",1
,1
,1
,1
now I can beat my lil bro And get them jjjjssssssbefore him,1
Great tool This is truly a great tool for making your way around NYC and Manhattan in particular,1
Jacky Zoci I like this game and it's 3d feature makes it better,1
"Love Spanish This app has a fabulous way of teaching, so great, really enjoy it",1
I love this game so much,1
One of ix reasons to love dragon quest,1
 Now to patiently wait for dqvii,1
,1
,1
,1
"Beast quest I love this game  Right amount of diffaculty ,keep up the good work",1
Love it Just downloaded,1
 It,1
 Tonight the graphics are amazing addicting games very fun can kill off a lot of hours when your bored,1
Best game Awesome game best 1,1
My sister loved this game It isbso,1
Great I like it lots yes there was teething troubles but well thought out an enjoyable,1
,1
,1
,1
 The updates have helped,1
,1
,1
still enjoying this game keep up the good work guys,1
Love it I just love it it's a very cool game its amazing and its way and its just a very cool game I love it,1
The age of wanning Awsomes better than clash of clans,1
Excellent This game is excellent,1
 I think people should get this game,1
,1
Great,1
" Before the update it was not even letting me enter the game, but i finally can after the update",1
